,author,time,message
79,Facilitator,2021-03-26 10:34:56,"And here we are asking, do you see any potential issues to the Class Lima concept?  You can see I've added some topics here already, including drone corridors, altitude limits and reporting priority in terms of flight path planning and reporting of near misses.  These are some potential issues that we can foresee, but really, really interested in your perspective here.  What are the potential issues? Please let us know anything that you can think of.  This is an opportunity to check on anything, whether anything has been missed so far in developing this concept.  So please. Anything is really useful.

So once again, if you scroll down to the board below, you will see this board saying, do you see any potential issues?  Please add in anything you can think of really, really useful at this point.  So we'll take a couple of minutes on this and then I will go back to the group and ask you to please jump in. 
And as ever, you are free to comment in the chat as well.

And just to say thank you to everybody for bearing with us during these technical limitations, hopefully at some point in the future, if there is a further event, that might be the opportunity to do it in person. But we do appreciate you being with us and making use of these digital tools.  
They're not ideal so we do appreciate you taking the time."
303,Microlight Pilot 6,2021-03-26 10:35:00,Any increase in airspace will add complexity to an already compex airspace; adding pilot workload and possible choke points
302,Drone User 7,2021-03-26 10:35:00,Class Lima is basically a less restrictive piece of airspace to the GA community compared to a TDA or TMZ
301,GA Pilot 30,2021-03-26 10:35:00,"Drones can bring benefits but the current justifications are not, yet, justified in business terms. The current ""Technical"" trials are having other negative impacts on GA and others."
304,Microlight Pilot 7,2021-03-26 10:36:00,"James, I disagree. A non-transponder equipped aircraft can transit a TMZ with ATC permission. That couldn't happen in Class L?"
305,GA Pilot 32,2021-03-26 10:36:00,"This whole thing is reminiscent of the Enclosure Act 1773 which created a law that enabled enclosure of land, at the same time removing the right of commoners' access."
80,JS,2021-03-26 10:36:18," I don't know whether youâ€™ve seen, Facilitator, we've had a question about sharing these whiteboards and sharing this information after the meeting. 

 Yes, we can do that. The link will remain the same. But I will include that to be included in any future correspondence.  I can also provide it as a separate PDF. I'll tidy up first so that there on an array of Post-it notes.

 So I think it might be appropriate for Jana to just say what what we're allowed to do, because as far as I'm concerned, I would like everything to be shared.  Janet, you might want to just comment on what our plans are.

 I don't think there's any problems with sharing the white ball because that pays to be anonymous. I would not want to share the video recording of this because obviously people have put comments in their names against them and anything that we would do with the data from a research point of view, we would have normalised any names against comments. Moving forward with any of this kind of data.  But yes, I see no problems with sharing slides and there's no problems with sharing the Mira Board because that's all anonymous.

 Just to say to everyone that we plan to write this up anyway. All of these comments and actually structure it as a document which we will then share with all of you.  So thatâ€™s something we plan to do anyway. So we'll try to put all this into context in a document as a first stage to capture people's views.  So that's that we will definitely be doing."
75,Facilitator,2021-03-26 10:36:35," So Iâ€™ve just put the question in the chat again.  How would Class, Lima, impact on your airspace activities, any responses you might have please add them to the board or in the chat."
308,Microlight Pilot 7,2021-03-26 10:37:00,Issues - proliferation of Class L vice TDAs.
311,Drone User 2,2021-03-26 10:37:00,Can we raise this point about 'infringement of class Lima' in the conversation... my understanding is that you can't infringe it... it is just an area where drones are allowed to fly providing they are airworthy and broadcasting location on VHF as well as ADSB. Is that correct?
310,Facilitator,2021-03-26 10:37:00,Do you see any potential issues to the class lima concept?
306,R and D 3,2021-03-26 10:37:00,"As avoid and detect software improved, class Lima may change to reflect those improvements (ie more integrated airspace), but then that puts a continuous demand on airdrone users to upgrade their devices."
307,GA Pilot 27,2021-03-26 10:37:00,Inventing a new ICAO Airspace Classification will be very difficult
309,Other 1,2021-03-26 10:37:00,"Without true integration we are looking at Class G flying becoming ""pinball aviation"" as the pilot (and UAVs) bounce from one restriction to another."
76,JS,2021-03-26 10:37:14," Facilitator, we got a couple of other questions related to the question related to the question you raise.   So the question about Avionics and Autopilot, so they distributed Avionics is a company that is a spin out from the university and is an independent company from the university.  If that answers your question. 

 To my understanding, the spin out company is from the engineering department helped to finance these humanises students like me who never make any money for the university.  So thank you to everybody. So sorry, go aheadâ€¦"
77,JS,2021-03-26 10:37:26," There's another question raised. Are there any representatives from the drone companies in the forum here?  Yes, there are. And in fact, maybe RPAS UK if they're on the call would so they represent the interests of the drone community.  So I don't know whether RPAS UK want to stick their hand up and just make a comment.  I don't know. But yes, there are representatives of the drone community on this call."
312,GA Pilot 1,2021-03-26 10:38:00,"Potential issues? Less than scrupulous operators not having serviceable adsb, not reporting incidents, size should be the absolute minimum necessary (along predefined narrow routes) and not just blanket huge swathes."
315,GA Pilot 3,2021-03-26 10:38:00,so the idea is to avoid expensive ACPs
313,GA Pilot 27,2021-03-26 10:38:00,"Navigability and increased infringement risk, especially in South EAST UK"
314,Microlight Pilot 7,2021-03-26 10:38:00,Alex - that's a very good point but are we basically saying DAA technology (especially for non-cooperative) isn't mature enough for BVLOS ops?
78,Facilitator,2021-03-26 10:38:08," So there are a few general questions appearing in the charts. We will have the opportunity to address them in a moment.  I'm just segmenting the conversations with right now to ensure that we can go step by step.  But please be aware that we are seeing questions that are arising and we will have the opportunity to go over them.  So just take a minute to roundoff on how Class Lima might impact on your airspace activities and then we'll move onto the next question, which will allow us to scope out the essential issues.  And then I will invite people to open up the discussion in the chat.  So if anybody is just writing now could just finish off the Post-it notes or to type their response into the chat and then I will start screenshare again.

Great. So I'm going to stop screen sharing. Here we are. Hopefully you can see the whiteboard again now, as it did last time I'm just going to scroll down to the next board."
316,Other 1,2021-03-26 10:39:00,Are these white boards going to sent to participants after the meeting?
317,Microlight Pilot 2,2021-03-26 10:39:00,The CAA can not cope with the current set of rules. Do not expect anything to be done any time soon.
318,GA Pilot 36,2021-03-26 10:39:00,Drone communications just adds to the time with head in cockpit when we should be looking outside!
81,Facilitator,2021-03-26 10:39:32," OK, brilliant.  There's even some resources being shared in the chat addressing some of these topics.  So at this point, I will ask people to just round off what they're writing on the board or any contributions they're making the shots around this question. Do you see any potential issues?  So. We'll take. I think just to 45 past, just to open up the discussion now. So if anybody has a point they'd like to raise, please, just on me yourself. And if you'd like, you can raise a hand by using the reactions icon. And there should either be an option saying raise your hand or you can click one of the hand icons. That will mean that I can see who wants to speak. But please, just on meet yourself and go ahead and mention anything that you see as a potential issue. Who'd like to kick us off? Yes, , I can see your hand up."
320,Drone User 7,2021-03-26 10:40:00,": [Microlight Pilot 7] [Drone User 7], I disagree. A non-transponder equipped aircraft can transit a TMZ with ATC permission. That couldn't happen in Class L? - I don't think that level of detail has been determined for Class Lima yet. It would need GA input to see how we could make it easy for you"
319,Other 1,2021-03-26 10:40:00,When the whiteboards are shared will it show who added what post it?
321,Other 1,2021-03-26 10:40:00,Why not share. We have posted with our names
322,Drone Industry Interest 4,2021-03-26 10:40:00,Someone asked about socio-economics on some of this - https://www.pwc.co.uk/intelligent-digital/drones/future-flight-socio-economic-study-full.pdf This is proving an excellent chat and sharing understanding etc
324,Microlight Pilot 7,2021-03-26 10:41:00,thanks James. I thought they said Class L was effectively a TMZ without ATC provider
323,GA Pilot 31,2021-03-26 10:41:00,"Flying a non-radio aircraft with no electrical system as I do, 'Class L' simply represents another area I would have to avoid. I wouldn't claim this is a widespread problem in GA, but there are still quite a few aircraft like mine and any consideration needs to take them into account"
82,Other 1,2021-03-26 10:41:16," Firstly, thank you very much indeed for setting this up. It's a huge improvement over what some of the other players in the drone market have been doing and unfortunately, I also include the CAA there whilst there is a drone department and I realise completely they've been playing a vicious game of catch up and we've covered in all the rest of it.  I do feel that chasing rather than leading. And I say thank you very much for this and look forward to the output from it.

 Thank you very much, . 

 Good to hear   would anybody else have a potential issue they'd like to highlight in the chat at this point?  Yes, please go ahead. Yes, that's right. I can't see your name currently, but I can see you in front of the bank. But please go ahead. All right. Thanks, ."
327,Drone Industry Interest 4,2021-03-26 10:42:00,"To [GA Pilot 36]  - all I can say is that's not changing - in the commercial world, we are being asked to fly more on instruments and less desire to fly a Visual Approach, we have to pre-brief one in the future before we do it. Its on an A320 but the reliance on technology is a one-way direction."
325,GA Pilot 1,2021-03-26 10:42:00,ATC either know about everything non-transponding in a TMZ or can see mode-s traffic. We cannot see adsb traffic on our radars (yet?) unless it is over the Atlantic Oceanic routes.
326,Microlight Pilot 1,2021-03-26 10:42:00,Hear hear.
83,GA Pilot 36,2021-03-26 10:42:27," I'm just wondering if you have got a timeline for the work that you're doing.

 Well, I can speak parochially. So we with our large drone and perhaps  from Highlands and Islands would be prepared to chip in here. But we we intend to do some operations in Orkney, Shetland and Highlands and Islands within the next few months, actually. And so it's with a heavy heart that we we're going to start proceeding with a whole bunch of TDAs.  , I don't know whether you're on the line and whether you want to comment? 

 Hi Jim, thank you Iâ€™m , I am from the university of Highlands and Islands. As Jim said, we're running a project based in Orkney, which is looking at low carbon aircraft is what is the use of drones for medical use cases. So we really engage with all the NHS boards and other companies around the Highlands and Islands.  Having learnt lessons from other experiences in working with the local GA community, we have an explicit activity within the project to engage with the GA community to come up with a more sensitive routing for the TDA and also, the timing of it as well. So  If you're happy to have a conversation, to be really useful to get your input into this, so maybe think through, Jim, we can exchange contact details.  We've already engaged with the strata Inverness and with the J users in and around Orkney and the Highlands.  And just to come back, if I may, Jim. A couple of points on the commercial side of this thing.  It's not as if the drone operators will need to have a business case, but this project is really based around community use cases so it's not directly through to airports, necessarily, but it's it's places that north coast of Scotland. And so it's easy to get from Glasgow and Edinburgh up to Kirkwall or to Stornoway.  But to communities on the north coast like so Thurso, Durness and Ullapool it's trickier.  So it's giving people like the NHS another option, depending on the weather and the conditions on the roads, especially in the summer on the north coast, can be congested. And somebody raised a point about the weather.  My grandfather flew in Orkney during the 1930s and they could fly quite often when the ferries were cancelled due to high winds because they could take advantage of a short weather window to take a flight across. Where the ferry was in harbour for the rest of the day.  I donâ€™t know whether that answers your question Jim?"
84,Facilitator,2021-03-26 10:43:21," I'm going to interject quickly just to time  got a hand up. I'm going to ask you to contribute and then we'll move on to the next question.  Go ahead, , sorry. Just. I'll just unmute you if you can click on mute.  Is. Yes. Oh, , I'm afraid we can't hear you.

 Yes. Yes. OK. OK. So I suppose my point question is directed to Professor Scanlon.  Now, I have a great sympathy with some with what you've been saying.  And, you know, this project clearly is a very specific project in relation to drones supporting the NHS and I get the concepts around, you know, quicker delivery of essential items for the NHS, saving people's lives, etc. But there are some I think there are some problems with the airspace Lima because actually what you're really saying is, is see you inside Lima, which is Gulf Air space you want people to be equipped with certain types of electronic, conspicuity devices and EC is not a mandated requirement by the CAA It's a voluntary equipage.  And to add to that, I would say that there are so many different R&D programmes around the UK and Europe on how to integrate drones into the flying system.  So I just wonder how you're going to integrate this project into some of those other projects, because I will have to be like a common system eventually but I have a great deal of sympathy for you trying to achieve.  I thank you for the invitation.

 So . Thank you very much for your comments. Just to deal with that quickly, I know we're running out of time. Maybe we should have allocated more time.  We are a network and therefore our network is deeply connected with JARUS, ARSO discussions. In fact, I had a conversation with Lorenzo Mosley who does a lot of thought leadership in Europe about UTM use space so deeply familiar with European thought leadership in that area. 

Look, this initiative is something that hopefully we can all get behind. And so we won't be imposing anything. We're just going to be suggesting something. You know, we're not regulators. And there's been a lot of comments about.  So we were involved in one of the earliest trials at Manchester Airport. You know, mixing commercial aircraft with drones.  And we had police helicopters and all sorts of things in that operation.  So so we're well aware of of things like altitude angels activities and various, you know, Goodwood Initiative, the Reading Initiative.  There's a corridor at Cranfield University. We're deeply involved in that.  There's lots of stuff going on. And it's on the back of that that where we're asking the question, because most of those are focussed on, you know, full heavy UTM rollout.

And I'm merely asking the question. We are merely asking the question, is there something we can do more quickly that has a lighter touch? 
Because if we can't, we're just going to be rolling out, not just us but the drone community just can't carry on rolling out TDAs all over the place, which I don't think is a good idea."
329,Drone User 7,2021-03-26 10:44:00,"[Microlight Pilot 7], I think this is a high level view at the moment. It would need discussion and I think that is the point of this forum. We need to work out the detail to make things better for all airspace users. Project Lima is being proposed to find that solution. Simply blocking innovation will just kill the aviation industry in the UK. The UK used to lead in aviation innovation. We need to think intelligently"
328,GA Pilot 30,2021-03-26 10:44:00,whoever posted the PWC report link - Tried to open it - can it be included in the report from this evenet as it sounds interesting. Thanks
332,Drone Industry Interest 4,2021-03-26 10:45:00,"Google ""PwC is helping to shape the future of UK aviation"" - then the first result gives you the correct page, at the bottom of that is a PDF link"
330,GA Pilot 1,2021-03-26 10:45:00,Are you guys involved with the TDA request from Oban to Mull and Coll?
331,Drone User 1,2021-03-26 10:45:00,absolutely
333,Microlight Pilot 7,2021-03-26 10:46:00,[Drone User 7]  I agree with your sentiment. I think many are genuinely not trying to block drones but the current approach is very poor and patchy and seeks to exclude existing airspace users. Class L as presented will still exclude many and that's not good thing
85,Facilitator,2021-03-26 10:46:49," And just the follow on from , who provided a nice Segway to our next question.  We've got ten minutes left and I don't want to overrun, so I'm just going to screenshare one more time.  And scroll down to the next board here from potential issues low.  We have the question, what are your views on the widespread use of electric conspicuous?  Some people have already been filling this out, which is fantastic. Let's just take one minute now just to allow people to add their views on here in particular. Lots of comments have been appearing in the chat, but the costs, the associated costs of electronic conspicuty.  So it will be all of those are recorded and will be included in the follow up and they will make their way into the reporting.  If you have any further comment, sir, or if you want to reiterate anything, be really helpful if you can just add anything in."
334,R and D 3,2021-03-26 10:47:00,"[Microlight Pilot 7] Iâ€™m an AI researcher, but not very active in the area of visual processing, radar (and its interpretation), and auto detect and avoid. What I do know is that visual processing is probably not up to the task in a fully reliable manner: you would need to reason about the intentions of the other agents/bodies in the airspace, and for some of those (e.g., birds) thatâ€™s nearly impossible. In addition to that being a factor, the device then needs to plan and manoeuvre to avoid it. Itâ€™s unclear that this can be done in time. Itâ€™s like what Jim was saying: even humans will sometimes struggle to detect a bird and then avoid it. But then the question is: what will people/authorities find acceptable in terms of risk from UAVs, as compared with manned aircraft? There are similar issues for driverless cars vs. Manned cars. We tend to trust human agents more, because they are the ones with the track record! But for UAVs, we need more research on how we can use sample test scenarios in simulation to verify"
335,R and D 3,2021-03-26 10:47:00,â€¦the performance of the system.
336,Drone User 7,2021-03-26 10:47:00,"A healthy UK aviation industry is good for all of us. We need to embrace technology, and find solutions to the problems. This is the best attempt I have seen to engage all sides to find the solution. I think input is welcomes from the GA community to find the solution"
337,Drone User 6,2021-03-26 10:48:00,Try this as an alternative link to the PWC Socio-Economic Study report: https://tinyurl.com/PWC-Drone-Report
338,GA Pilot 20,2021-03-26 10:48:00,"o	[Drone User 7], do you work in the drone industry?"
340,Drone User 7,2021-03-26 10:48:00,"Im a glider pilot, a GA pilot and a drone pilot"
339,Microlight Pilot 7,2021-03-26 10:48:00,agree with both of you [R and D 3] and o	[Drone User 7]. Does remaining below 400ft AGL with EC in class G whilst avoiding airfields etc not work?
341,GA Pilot 11,2021-03-26 10:49:00,Amazon deliveries are lurking in the background. Once the airspace is agreed using NHS and community reasons it will be open season for delivery companies.
342,Drone User 2,2021-03-26 10:50:00,Is there a vehicle size limit to the class Lima proposal e.g. must be > 5m wingspan? I can see why GA might me more keen to allow this if the 'drones' need to actually be quite big so as a last resort you can see them (if all electronic conspicuity and planning and ADSB DAA has failed)
343,GA Pilot 1,2021-03-26 10:50:00,"Really appreciate this opportunity to discuss the issues - Facilitator, Jim, [R and D 2]."
344,Drone Industry Interest 4,2021-03-26 10:50:00,"The way I think about it is TDA is currently an exclusive approach, TMZ we're all trying to work out how to make that an ""inclusive"" approach where we can all share the airspace etc"
86,Facilitator,2021-03-26 10:50:58,"What are your views on a widespread use of electronic conspicuty?  while people are doing that we just had a hand raised. , did you want to jump in?"
345,GA Pilot 31,2021-03-26 10:51:00,This is indeed all very welcome open discussion - and I take jim's last point
346,Drone Industry Interest 4,2021-03-26 10:51:00,And what does that mean to each of us
348,GA Pilot 23,2021-03-26 10:52:00,"Goodwood Trial is most definitely not focussed on the rollout of ""heavy UTM"". It is all about enabling integration along very similar lines to the way you describe"
349,Facilitator,2021-03-26 10:52:00,What are your views on electronic conspicuity? Costs? Fairness? Appropriate technologies?
347,GA Pilot 5,2021-03-26 10:52:00,"A good dialogue, respect the differing perspectives. Would request at follow up meeting a segment on risk assessment protocols. Is CAA CAP722 appropriate?"
87,Drone User 2,2021-03-26 10:52:01," Yeah. Thanks very much. Let's say you're just to introduce myself. I'm one of the autopilot design engineers working for distributed avionics.  I just had a question in regards to Class Lima as to whether so from my perspective, what we're trying to do here is create a set of procedures that allow safe operation of drones with G.A.  And I can see various layers to this. One is one is this electronic conspicuity.  One is like the ADSVADS-B be in and out. One is this VHF broadcast.  But this is the final line. Seems to be this visual detect and avoid.  And the GA Pilots may well be aware of the drones are operating in that region they should be able to see what all routes are planned way before time.  Things like that. I was just wondering if there is a limit on the size of the vehicle proposed for Class Lima?  
Because I can see if you're a pilot, you wouldn't really want a very small quadcopter to be sort of flying around the airspace. But, you know, the final line, you could see a bright orange ultra, which is 10 metres across. So I don't know that Jim could expand on that or anyone else.

 And if we can keep this response short, please, Jim"
88,JS,2021-03-26 10:52:14," Very quickly at our experience operating at Lea on Solent, the search and rescue helicopters there were more scared of our little foam aeroplane than our big ultra aeroplane because they could say strobes and all.

 So is there any limit on the proposal at the moment? And does anyone out thereâ€¦

 There are no rules, . We haven't, we don't know.  We just found an idea. So that might be something that the GA community say. Say, yes, we would like a visibility of greater than X, perhaps.

 Yeah. So I thought I'd throw that out there and let other people think about whether that's sensible."
350,NGA Pilot 27,2021-03-26 10:53:00,This tech needs further development to get to a stage where it can be fully integrated with manned ops. Manned ops will probably have to buy in to EC in the future but if that requirement is driven by UAS then it should be funded by the prospective new airspace users.
351,GA Pilot 1,2021-03-26 10:53:00,"EC? It makes me feel â€˜a bitâ€™ safer, but it can lead to more heads down in the cockpit, and is reliant on good faith on all sides."
352,Drone Industry Interest 4,2021-03-26 10:53:00,Stephen - have a look at JARUS SORA - this is a 1hr video from last year but gives that sort of thinking if I've read your Q right https://vimeo.com/424308054
353,GA Pilot 33,2021-03-26 10:53:00,i think the idea to limit the minimum size of a drone in Class L is a really great idea
354,GA Pilot 31,2021-03-26 10:53:00,"If a low-cost, stand-alone 100% reliable UC device that is seen without fail by each and every drone were available, a lot of us would be happy - but we are a long way from that..."
89,Facilitator,2021-03-26 10:53:26," Right. Thanks, . Now on to the short amount of time we have left. If you are responding to the question on electronics conspicuity, please finish off what you're writing.  In the meantime, we just have a couple of polls. How this will work is that within Zoom, a window will pop up and we'll give you the option to respond by selecting from a range of available responses. So, Janet, I'll just ask you to please bring up the first poll to start rounding off."
355,Microlight Pilot 7,2021-03-26 10:54:00,"I am a big believer in EC and have been equipped with ADS-B out for 5 years. BUT I don't believe in excluding other airspace users, vintage flyers, parascenders, model flyers who all have every right to be there."
356,GA Pilot 31,2021-03-26 10:54:00,I
357,GA Pilot 31,2021-03-26 10:54:00,"I meant EC device, of course"
359,GA Pilot 33,2021-03-26 10:54:00,Also drones should be designed for maximum visual conspicuity - high visibility lighting for example
360,GA Pilot 1,2021-03-26 10:54:00,all my landings on water are below 400agl
361,Glider Pilot 4,2021-03-26 10:54:00,"Re widespread use of EC. Voluntary equipage means that EC coverage is growing fast and rebroadcast provides a good air picture and keeps the EC development door wide open. In due course, EC will facilitate integration."
358,Other 1,2021-03-26 10:54:00,[Microlight Pilot 7] - there is more current activity below 400ft agl than you might imagine
90,Facilitator,2021-03-26 10:54:11,"So to what extent do you agree with this statement? I am confident that airspace space regulations can enable drones to be used for medical logistics.

Please select a response to that. And below.

I am confident that space regulations can enable drones to be used for parcel front.

And below that I am supportive of the class Lima airspace management concept.

So there's three questions there and you can select from a range between strongly disagree to strongly agree.

If you can just take a moment to respond to those polls. That's great. 

 has mentioned, that doesn't currently have enough info to answer the questions. Similarly,  has said the questions one and two, depends. So that's also useful for us to know if anybody feels similarly great. If you could comment in the chat. Otherwise, that is the option to reply neutral.  If you feel that's appropriate, but yes, if you can just."
91,Microlight Pilot 2,2021-03-26 10:54:47," Can I make a plea?

Yes 

 Plea for those pilots who fly for leisure without radio, all the glider pilots, hell of a lot of a lot, BMA, LAA. and everyone else. We don't want to be cluttered up with electronics. Thanks. 

 Thank you. So, David has a question about the poll.  Are we referring to current airspace regulation processes or are we exclusively referring to the proposed Closs Lima concept?

 Well, on the final question is really around the concept of working together to develop a better, shorter term solution. Really, it's ill defined, but it is rather than voting on the goal, it's voting on enthusiasm to support or develop something like Class Lima."
362,Microlight Pilot 8,2021-03-26 10:55:00,PAW is the only EC device that can detect all EC including Mode S using multilateration. Mode s is the most common EC signal
364,Other 1,2021-03-26 10:55:00,Q1 & 2 - It depends
365,Glider Pilot 4,2021-03-26 10:55:00,I don't have enough info to answer the Q's.
366,GA Pilot 14,2021-03-26 10:55:00,+1
367,Drone User 6,2021-03-26 10:55:00,To be clear in the poll - do you mean CURRENT airspace regulation processess?
363,GA Pilot 30,2021-03-26 10:55:00,EC policy is unclear and the systems not interoperable. Responsible pilots have made personal investments but it is up to UAV to invest and not place that responsibilityor cost on other airspace users
372,GA Pilot 5,2021-03-26 10:56:00,Agree with [Other 1] and [Glider Pilot 4]. This is a starting point. Agreement/disagreement on Class L is too early.
373,GA Pilot 30,2021-03-26 10:56:00,working together for a longer term solution - absolutely support that
370,GA Pilot 3,2021-03-26 10:56:00,Yes more work is needed in respect of the questions
371,Other 1,2021-03-26 10:56:00,I too am saying neutral
369,R and D 3,2021-03-26 10:56:00,"@[Other 1]: Totally agree! So I said ""neutral"". I am confident in some places in the world where there is very little current airborne activity. Less so over heathrow!!"
368,Air Traffic Control 1,2021-03-26 10:56:00,"Do Q1+2 mean the regulations exist, or should exist??"
92,Facilitator,2021-03-26 10:56:02, Great. So we've got just over three quarters of participants responded now still climbing. Right. So that's fantastic.
376,Drone Industry Interest 4,2021-03-26 10:57:00,Should we arrange another session? Seems most people have got something out of this?
374,Microlight Pilot 6,2021-03-26 10:57:00,Class L MAY be a short term expedient; we should look at it.
375,R and D 3,2021-03-26 10:57:00,I have to go now to another meeting. Thanks Facilitator and Jim for organising this. It was very informative.
377,GA Pilot 9,2021-03-26 10:57:00,The regulations will go through if it is politically satisfactory and the rest of us will have to cope.
378,GA Pilot 3,2021-03-26 10:57:00,The problem is the lack of understanding as to who is using the airspace at any given moment
379,GA Pilot 22,2021-03-26 10:57:00,Thanks for this
93,Facilitator,2021-03-26 10:57:08,"Shall we show the results? Yes. Great. So if you scroll through here, you can see what people are feeling. Was generally a fairly strong consensus, upwards from neutral, which is looking positive considering that this is the first step in a consultation process.  Now, I I'm just going to stop sharing those polls.  We can perhaps include them in the follow up that will be sent out to everybody. And I'll just invite back on the white board and again, please feel free to put in the chat.
We just have some leftover questions."
94,Facilitator,2021-03-26 10:57:21,"Are there any wider challenges to shared airspace worth mentioning that haven't been covered so far? 

If you scroll below that, there is another question. What are the priorities for future research on the UAVs in shared air space?

So these are. General questions, are there any wider challenges to shared air space worth mentioning that haven't covered so far? And similarly below, what are the priorities for future research of UAVs in shared airspace?  These are general questions looking towards the future of the project. While people are filling them in, I'm going to stop, screenshot and just hand back over to the panel just to explain a little bit on next steps and how people can get in touch with any further comments."
381,Air Traffic Control 1,2021-03-26 10:58:00,"Useful session, thanks for all the expert inputs."
380,GA Pilot 27,2021-03-26 10:58:00,"Absolutely support ongoing work on this subject, especially poignant with the refocus of AMS"
382,Microlight Pilot 7,2021-03-26 10:58:00,"appreciate the engagement, tough one to crack"
95,JS,2021-03-26 10:58:05," So I think,  and Janet, that perhaps if you can just share the last slide, they'll be great if you can stick it up there.

 But yeah, just want to say thank you very much to everyone for participating as when we set these things that we don't really know how it's going to go and how many people we're going to get. But just the amount of comments and the chat is just fantastic, really, to see those issues.  And, you know, we've got our work cut out to summarise this and get it into a structured form which the evidence there is fantastic is the first stage is you know, getting people's opinions and issues across.  So that's the next stage. It we're going to write the workshop up. We'll include my records and everything else to comment the results of the polls and we'll try and get into a structured document to show people's issues, concerns and try to highlight some of the potential way forward for this. So that's the next stage. And then we will contact you again individually to share that with you and ask for your comments on it as well.  It'll be great to get some further feedback if you wish to comment.  And then I think we'll be looking to do more consultations, maybe in slightly different formats.  It will be great when we can meet people again physically, but we will look to do maybe some smaller focus groups of people if they're willing. But we'll give you the opportunity to participate further if you so wish to, because it would be great to keep you involved.  I've just put down the contact there for my colleague, Dr. Matt Grote who'll be kind of our liaison with us this week as we go through in terms of liaison with you.  And that'll be the next stage where we will hopefully just after Easter to get the write-up from this out to you and then get your further comments back.  But, Jim, as any last things anybody else in the panel like to say?"
96,JS,2021-03-26 10:59:00," Just a big thank you to everyone.  Really great. You have taken two hours out of your lives, your very busy lives to engage we take all the comments very seriously and I hope we can do something positive and coherent. So thank you. 

 Yes. Watch this space. Sit there. Thank you all very much for participating. Thank you, Facilitator. I'll just hand over to you to close. Thanks very much. 

 So I have just posted a link to the E drone websites in the chat. You can access that. There's also the option for â€˜contact usâ€™ so you can submit comments or questions via that website.  That's one thing I'd just like to extend. Thank you to everybody for you for participating.  As  has mentioned, we really do appreciate you making the time to attend in the morning on a Friday to take part in this discussion. And everything that you've contributed has been really, really valuable.  As we said earlier in the session, there are no strict rules or guidelines to this concept.  So far, it's very much in development. It is conceptual.  So everything that you have contributed so far is playing the role of shaping the concepts and making sure that it is viable going into the future. So, yes, a big thank you. We will be sending out the slides. We'll be sending out the reports built on all of the responses so far and we can share the whiteboard. The whiteboard will remain open for the time being. So if after we end this you'd like to add any more responses.  You're very welcome to do so. And then we can share a link to the final responses after the session. So, yes, all the remains. Thank you. And we hope to see you again in the future.  So thank you very much for participating today. And we will see you again in the future."
383,GA Pilot 1,2021-03-26 10:59:00,Wider challenges? Respect. Honesty from drone operators and the CAA.
384,GA Pilot 30,2021-03-26 10:59:00,this issue needs a national consultation with all airspace users represented via the appropriate bodies.
385,R and D 1,2021-03-26 10:59:00,Thank you Jim and [Facilitator] for an excellent session. Thank you everyone for sharing your views.
386,GA Pilot 23,2021-03-26 10:59:00,I agree with [GA Pilot 3] that we all require a common airspace measurement/utilisation metric/display system in order to scale the level of interaction necessary.
387,GA Pilot 20,2021-03-26 10:59:00,"This is a complex subject that can only be solved through clear, fully engaged discussion. This is a small, but positive step forwards."
388,Glider Pilot 1,2021-03-26 10:59:00,working together yes. I see Class L as an interesting model to begin the discussion but I would think is not likely to be the optimum solution.
389,Other 1,2021-03-26 10:59:00,UK ATC not having and not being allowed to use ADSB is a major block
390,R and D 1,2021-03-26 10:59:00,Working together is definitely the best way ahead
391,Glider Pilot 4,2021-03-26 10:59:00,"Thanks for the session. [Glider Pilot 4], BGA."
399,Drone User 7,2021-03-26 11:00:00,Thanks Jim for organising
398,GA Pilot 1,2021-03-26 11:00:00,Thank you
396,Other 1,2021-03-26 11:00:00,As I said - many thanks
397,GA Pilot 14,2021-03-26 11:00:00,"Very much a first stage for me. I know a bit more about drone operations. Fully support the idea of drone ops, which will happen, because that is technology."
394,GA Pilot 27,2021-03-26 11:00:00,"Thanks for hosting this difficult subject, happy to work with you as part of the All Party Parliamentary Group"
393,Government Agency 4,2021-03-26 11:00:00,I have to drop out for another call but thank you for this. It was really interesting.
392,GA Pilot 9,2021-03-26 11:00:00,A very good opportunity to comment on this important development. Shared airspace can work but there must be the desire for it from all sides
395,Facilitator,2021-03-26 11:00:00,https://www.e-drone.org/
403,Drone Industry Interest 4,2021-03-26 11:01:00,How do we get in touch with the APPG @nouj?
400,Microlight Pilot 7,2021-03-26 11:01:00,thank you all
401,GA Pilot 32,2021-03-26 11:01:00,Thanks for organising.
402,GA Pilot 6,2021-03-26 11:01:00,Thanks for consulting us - a big step in the right direction.
406,GA Pilot 33,2021-03-26 11:01:00,Thanks very good discussion
405,GA Pilot 3,2021-03-26 11:01:00,Engagement t is difficult but worthwhile thank you for the opportunity .
404,GA Pilot 31,2021-03-26 11:01:00,"Thank you, Jim, panel & Facilitator"
411,GA Pilot 6,2021-03-26 11:02:00,"Well managed, [Facilitator]. Thanks."
410,GA Pilot 35,2021-03-26 11:02:00,As Chair of the Local to Ipswich LAA Club the Great Oakley ACP stimulated a response from our members - thank you for the engagement and more is required!! - this is about 'change' and stakeholder engagement really important
409,Drone User 8,2021-03-26 11:02:00,Thanks for hosting. It was really smooth. Perhaps next time an additional 30mins for the whiteboard sessions
